Aardvarks,0.000498504
Abbots,0.000997009
Aces,0.001495513
Acorns,0.001994018
Admirals,0.002492522
Advancers,0.002991027
Adversaries,0.003489531
Aeros,0.003988036
Aggressors,0.00448654
Albacores,0.004985045
Albatross,0.005483549
Alerts,0.005982054
Aliens,0.006480558
Alley Cats,0.006979063
Alleycats,0.007477567
Alliance,0.007976072
Allies,0.008474576
Alligators,0.008973081
All-Stars,0.009471585
Alphas,0.00997009
Alpines,0.010468594
Altitude,0.010967099
Ambassadors,0.011465603
Amish,0.011964108
Anacondas,0.012462612
Angelfish,0.012961117
Angels,0.013459621
Anglers,0.013958126
Annihilation,0.01445663
Annihilators,0.014955135
Ant Eaters,0.015453639
Anteaters,0.015952144
Antelopes,0.016450648
Antlions,0.016949153
Ants,0.017447657
Apaches,0.017946162
Apes,0.018444666
Apostles,0.01894317
Apples,0.019441675
Archerfish,0.019940179
Archers,0.020438684
Argonaughts,0.020937188
Argonauts,0.021435693
Aristocrats,0.021934197
Armada,0.022432702
Armadillos,0.022931206
Armageddon,0.023429711
Arrowheads,0.023928215
Arrows,0.02442672
Arsenal,0.024925224
Artillery,0.025423729
A's,0.025922233
Ascenders,0.026420738
Assassins,0.026919242
Assault,0.027417747
Astronauts,0.027916251
Astros,0.028414756
Athletic Club,0.02891326
Athletics,0.029411765
Atlantics,0.029910269
Atomic Bombs,0.030408774
Atomics,0.030907278
Atoms,0.031405783
Attack,0.031904287
Attackers,0.032402792
Avalanche,0.032901296
Avengers,0.033399801
Aviators,0.033898305
Axemen,0.03439681
Aztecs,0.034895314
Baboons,0.035393819
Backburners,0.035892323
Backlash,0.036390828
Badgers,0.036889332
Bald Eagles,0.037387836
Bandicoots,0.037886341
Bandits,0.038384845
Banshees,0.03888335
Barbarians,0.039381854
Barnstormers,0.039880359
Barons,0.040378863
Barracudas,0.040877368
Barricades,0.041375872
Base Stealers,0.041874377
Baseball Club,0.042372881
Bashers,0.042871386
Batfish,0.04336989
Bats,0.043868395
Battalion,0.044366899
Battery,0.044865404
Battle,0.045363908
Battle Cats,0.045862413
Battlecats,0.046360917
Battle Wings,0.046859422
Battleaxes,0.047357926
Battlers,0.047856431
Battleships,0.048354935
Bay Bears,0.04885344
Bay Cats,0.049351944
Bay Hawks,0.049850449
Bayhawks,0.050348953
Bay Sharks,0.050847458
Baysharks,0.051345962
Bayonets,0.051844467
Bays,0.052342971
Bazookas,0.052841476
Beach Bums,0.05333998
Beachcombers,0.053838485
Beacons,0.054336989
Beagles,0.054835494
Bearcats,0.055333998
Bears,0.055832502
Beasts,0.056331007
Beat,0.056829511
Beatniks,0.057328016
Beavers,0.05782652
Beefeaters,0.058325025
Bees,0.058823529
Beetles,0.059322034
Behemoths,0.059820538
Bell,0.060319043
Bells,0.060817547
Belugas,0.061316052
Bengals,0.061814556
Berserkers,0.062313061
Besiegers,0.062811565
Betas,0.06331007
Bighorns,0.063808574
Bills,0.064307079
Bingoes,0.064805583
Birds,0.065304088
Biscuits,0.065802592
Bishops,0.066301097
Bison,0.066799601
Bisons,0.067298106
Black Aces,0.06779661
Black Bears,0.068295115
Blackbears,0.068793619
Black Birds,0.069292124
Blackbirds,0.069790628
Black Cats,0.070289133
Black Crows,0.070787637
Black Diamonds,0.071286142
Black Flies,0.071784646
Black Hawks,0.072283151
Blackhawks,0.072781655
Black Knights,0.07328016
Black Pirates,0.073778664
Black Snakes,0.074277168
Blacksnakes,0.074775673
Black Sox,0.075274177
Black Widows,0.075772682
Black Wolf,0.076271186
Blackjacks,0.076769691
Blacksmiths,0.077268195
Blades,0.0777667
Blankers,0.078265204
Blast,0.078763709
Blasters,0.079262213
Blaze,0.079760718
Blazers,0.080259222
Blindsiders,0.080757727
Blitz,0.081256231
Blizzard,0.081754736
Blizzards,0.08225324
Blockade,0.082751745
Blockbusters,0.083250249
Bloodhounds,0.083748754
Blowfish,0.084247258
Blue Birds,0.084745763
Bluebirds,0.085244267
Blue Bloods,0.085742772
Bluebloods,0.086241276
Blue Bombers,0.086739781
Blue Cats,0.087238285
Blue Claws,0.08773679
Blue Collars,0.088235294
Blue Demons,0.088733799
Blue Devils,0.089232303
Blue Hens,0.089730808
Blue Jackets,0.090229312
Bluejackets,0.090727817
Blue Jays,0.091226321
Bluejays,0.091724826
Blue Knights,0.09222333
Blue Marlins,0.092721834
Blue Meanies,0.093220339
Blue Oxen,0.093718843
Blue Raiders,0.094217348
Blue Rocks,0.094715852
Blue Sox,0.095214357
Blue Wings,0.095712861
Bluefins,0.096211366
Bluefish,0.09670987
Bluegills,0.097208375
Blues,0.097706879
Bluesmen,0.098205384
Bluffers,0.098703888
Blur,0.099202393
Boars,0.099700897
Boas,0.100199402
Bobcats,0.100697906
Bohemians,0.101196411
Boilermakers,0.101694915
Boilers,0.10219342
Boils,0.102691924
Boll Weevils,0.103190429
Bolts,0.103688933
Bombardiers,0.104187438
Bombers,0.104685942
Bonecutters,0.105184447
Boomerangs,0.105682951
Boomers,0.106181456
Boosters,0.10667996
Border Cats,0.107178465
Boulders,0.107676969
Bovines,0.108175474
Boxers,0.108673978
Brash,0.109172483
Brass,0.109670987
Bravery,0.110169492
Braves,0.110667996
Brawlers,0.1111665
Breakers,0.111665005
Breakmen,0.112163509
Breakouts,0.112662014
Brewers,0.113160518
Brewmasters,0.113659023
Brick Layers,0.114157527
Bricklayers,0.114656032
Bricks,0.115154536
Brigade,0.115653041
Brigades,0.116151545
Brigands,0.11665005
Brights,0.117148554
Brimstones,0.117647059
Broadsides,0.118145563
Broadswords,0.118644068
Bronchos,0.119142572
Broncos,0.119641077
Broncs,0.120139581
Brood,0.120638086
Brooks,0.12113659
Brown Sox,0.121635095
Browns,0.122133599
Bruins,0.122632104
Bruisers,0.123130608
Brutes,0.123629113
Buccaneers,0.124127617
Buckeyes,0.124626122
Bucks,0.125124626
Buckshots,0.125623131
Bucs,0.126121635
Buffaloes,0.12662014
Buffalos,0.127118644
Bugs,0.127617149
Bull Sharks,0.128115653
Bulldogs,0.128614158
Bulldozers,0.129112662
Bullets,0.129611167
Bullfighters,0.130109671
Bullfrogs,0.130608175
Bullies,0.13110668
Bulls,0.131605184
Bulwarks,0.132103689
Burn,0.132602193
Burners,0.133100698
Bushwhackers,0.133599202
Butterflies,0.134097707
Buzz,0.134596211
Buzz Saws,0.135094716
Buzzsaws,0.13559322
Buzzards,0.136091725
Buzzers,0.136590229
Cactuses,0.137088734
Caimans,0.137587238
Caymans,0.138085743
Camels,0.138584247
Canaries,0.139082752
Canines,0.139581256
Cannibals,0.140079761
Cannons,0.140578265
Canyons,0.14107677
Capitals,0.141575274
Capitols,0.142073779
Caps,0.142572283
Captains,0.143070788
Caracals,0.143569292
Caravan,0.144067797
Caravans,0.144566301
Caravels,0.145064806
Carbines,0.14556331
Cardinals,0.146061815
Cards,0.146560319
Caribous,0.147058824
Carnivores,0.147557328
Carpenters,0.148055833
Castles,0.148554337
Catamarans,0.149052841
Caterpillars,0.149551346
Catfish,0.15004985
Cats,0.150548355
Catsharks,0.151046859
Cattlemen,0.151545364
Cavaliers,0.152043868
Cavalry,0.152542373
Cavemen,0.153040877
Cavs,0.153539382
Cayugas,0.154037886
Cayuse,0.154536391
Cedars,0.155034895
Celestials,0.1555334
Celtics,0.156031904
Celts,0.156530409
Centaurs,0.157028913
Centennials,0.157527418
Centipedes,0.158025922
Centurions,0.158524427
Chain Saws,0.159022931
Chainsaws,0.159521436
Challenge,0.16001994
Challengers,0.160518445
Chameleons,0.161016949
Champions,0.161515454
Champs,0.162013958
Channel Cats,0.162512463
Chaos,0.163010967
Charge,0.163509472
Chargers,0.164007976
Chariots,0.164506481
Checkers,0.165004985
Cheetahs,0.16550349
Chemicals,0.166001994
Cherokees,0.166500499
Cheyenne,0.166999003
Chicks,0.167497507
Chiefs,0.167996012
Chill,0.168494516
Chimpanzees,0.168993021
Chimps,0.169491525
Chihuahuas,0.16999003
Choppers,0.170488534
Chuggers,0.170987039
Citadels,0.171485543
Citizens,0.171984048
City Hawks,0.172482552
Cityhawks,0.172981057
Civics,0.173479561
Clams,0.173978066
Clan,0.17447657
